source,disease,symptoms,description,text
Orphanet,Early infantile developmental and epileptic encephalopathy,"Seizure, Intellectual disability, Global developmental delay, Generalized myoclonic seizure, Focal motor seizure, Epileptic encephalopathy, Lethargy, Hyperreflexia, Dysphagia, Poor suck",Rare disease with 63 known phenotypic features,"Disease: Early infantile developmental and epileptic encephalopathy | Symptoms: Seizure, Intellectual disability, Global developmental delay, Generalized myoclonic seizure, Focal motor seizure, Epileptic encephalopathy, Lethargy, Hyperreflexia, Dysphagia, Poor suck | Description: Rare disease with 63 known phenotypic features | Source: Orphanet"
Orphanet,Genetic epilepsy with febrile seizure plus,"Generalized-onset seizure, Generalized non-motor (absence) seizure, Febrile seizure (within the age range of 3 months to 6 years), Ataxia, Hypotonia, Bilateral tonic-clonic seizure, Generalized myoclonic seizure, Incoordination, Developmental regression, Cortical dysplasia",Rare disease with 28 known phenotypic features,"Disease: Genetic epilepsy with febrile seizure plus | Symptoms: Generalized-onset seizure, Generalized non-motor (absence) seizure, Febrile seizure (within the age range of 3 months to 6 years), Ataxia, Hypotonia, Bilateral tonic-clonic seizure, Generalized myoclonic seizure, Incoordination, Developmental regression, Cortical dysplasia | Description: Rare disease with 28 known phenotypic features | Source: Orphanet"
Orphanet,Intermediate uveitis,"Psoriasiform dermatitis, Chronic infection, Macular scar, Macular edema, Glaucoma, Cataract, Band keratopathy, Vasculitis, Reduced visual acuity, Posterior synechiae of the anterior chamber",Rare disease with 18 known phenotypic features,"Disease: Intermediate uveitis | Symptoms: Psoriasiform dermatitis, Chronic infection, Macular scar, Macular edema, Glaucoma, Cataract, Band keratopathy, Vasculitis, Reduced visual acuity, Posterior synechiae of the anterior chamber | Description: Rare disease with 18 known phenotypic features | Source: Orphanet"
Orphanet,Citrullinemia type II,"Hepatic steatosis, Acute hyperammonemia, Elevated plasma citrulline, Decreased body mass index, Restlessness, Aggressive behavior, Irritability, Hallucinations, Delusion, Seizure",Rare disease with 46 known phenotypic features,"Disease: Citrullinemia type II | Symptoms: Hepatic steatosis, Acute hyperammonemia, Elevated plasma citrulline, Decreased body mass index, Restlessness, Aggressive behavior, Irritability, Hallucinations, Delusion, Seizure | Description: Rare disease with 46 known phenotypic features | Source: Orphanet"
Orphanet,Pancreatic triacylglycerol lipase deficiency,"Exocrine pancreatic insufficiency, Weight loss, Abdominal pain, Steatorrhea, Abdominal distention, Low levels of vitamin A, Low levels of vitamin K, Fatigue, Low levels of vitamin D, Low levels of vitamin E",Rare disease with 21 known phenotypic features,"Disease: Pancreatic triacylglycerol lipase deficiency | Symptoms: Exocrine pancreatic insufficiency, Weight loss, Abdominal pain, Steatorrhea, Abdominal distention, Low levels of vitamin A, Low levels of vitamin K, Fatigue, Low levels of vitamin D, Low levels of vitamin E | Description: Rare disease with 21 known phenotypic features | Source: Orphanet"
Orphanet,Apparent mineralocorticoid excess,"Hypertension, Hypokalemia, Decreased circulating renin concentration, Nephrocalcinosis, Failure to thrive, Polydipsia, Hypokalemic metabolic alkalosis, Decreased circulating aldosterone level, Short stature, Abnormality of circulating cortisol level",Rare disease with 17 known phenotypic features,"Disease: Apparent mineralocorticoid excess | Symptoms: Hypertension, Hypokalemia, Decreased circulating renin concentration, Nephrocalcinosis, Failure to thrive, Polydipsia, Hypokalemic metabolic alkalosis, Decreased circulating aldosterone level, Short stature, Abnormality of circulating cortisol level | Description: Rare disease with 17 known phenotypic features | Source: Orphanet"
Orphanet,Citrullinemia type I,"Hyperammonemia, Elevated plasma citrulline, Hepatic failure, Abnormality of the nervous system, Seizure, Lethargy, Spasticity, Failure to thrive, Respiratory alkalosis, Vomiting",Rare disease with 28 known phenotypic features,"Disease: Citrullinemia type I | Symptoms: Hyperammonemia, Elevated plasma citrulline, Hepatic failure, Abnormality of the nervous system, Seizure, Lethargy, Spasticity, Failure to thrive, Respiratory alkalosis, Vomiting | Description: Rare disease with 28 known phenotypic features | Source: Orphanet"
Orphanet,DYRK1A-related intellectual disability syndrome,"Microcephaly, Delayed speech and language development, Intellectual disability, Global developmental delay, Gait disturbance, Abnormal facial shape, Acromesomelia, Feeding difficulties, Visual impairment, Atypical behavior",Rare disease with 73 known phenotypic features,"Disease: DYRK1A-related intellectual disability syndrome | Symptoms: Microcephaly, Delayed speech and language development, Intellectual disability, Global developmental delay, Gait disturbance, Abnormal facial shape, Acromesomelia, Feeding difficulties, Visual impairment, Atypical behavior | Description: Rare disease with 73 known phenotypic features | Source: Orphanet"
Orphanet,White-Sutton syndrome,"Downturned corners of mouth, Obstructive sleep apnea, Ventral hernia, Depressed nasal bridge, Hypoplasia of the pons, Subcortical cerebral atrophy, Delayed myelination, Self-injurious behavior, Intellectual disability, Global developmental delay",Rare disease with 72 known phenotypic features,"Disease: White-Sutton syndrome | Symptoms: Downturned corners of mouth, Obstructive sleep apnea, Ventral hernia, Depressed nasal bridge, Hypoplasia of the pons, Subcortical cerebral atrophy, Delayed myelination, Self-injurious behavior, Intellectual disability, Global developmental delay | Description: Rare disease with 72 known phenotypic features | Source: Orphanet"
Orphanet,Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom,"Intellectual disability, Global developmental delay, Microcephaly, Atypical behavior, Abnormal repetitive mannerisms, Seizure, Motor delay, Absent speech, Abnormal heart morphology, Poor speech",Rare disease with 50 known phenotypic features,"Disease: Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom | Symptoms: Intellectual disability, Global developmental delay, Microcephaly, Atypical behavior, Abnormal repetitive mannerisms, Seizure, Motor delay, Absent speech, Abnormal heart morphology, Poor speech | Description: Rare disease with 50 known phenotypic features | Source: Orphanet"
Orphanet,Intellectual disability-eye abnormalities-microcephaly-peripheral spasticity syndrome,"Microcephaly, Intellectual disability, Spasticity, Motor delay, Abnormal facial shape, Poor speech, Axial hypotonia, Abnormality of the eye, Atypical behavior, Developmental regression",Rare disease with 32 known phenotypic features,"Disease: Intellectual disability-eye abnormalities-microcephaly-peripheral spasticity syndrome | Symptoms: Microcephaly, Intellectual disability, Spasticity, Motor delay, Abnormal facial shape, Poor speech, Axial hypotonia, Abnormality of the eye, Atypical behavior, Developmental regression | Description: Rare disease with 32 known phenotypic features | Source: Orphanet"
Orphanet,Idiopathic panuveitis,"Abnormality of vision, Blurred vision, Reduced visual acuity, Red eye, Vitreous haze, Ocular pain, Cataract, Photophobia, Miosis, Headache",Rare disease with 19 known phenotypic features,"Disease: Idiopathic panuveitis | Symptoms: Abnormality of vision, Blurred vision, Reduced visual acuity, Red eye, Vitreous haze, Ocular pain, Cataract, Photophobia, Miosis, Headache | Description: Rare disease with 19 known phenotypic features | Source: Orphanet"
Orphanet,Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,"Macrocephaly, Intellectual disability, Megalencephaly, Seizure, Global developmental delay, Specific learning disability, Large for gestational age, Abnormal facial shape, Frontal bossing, Ventriculomegaly",Rare disease with 45 known phenotypic features,"Disease: Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome | Symptoms: Macrocephaly, Intellectual disability, Megalencephaly, Seizure, Global developmental delay, Specific learning disability, Large for gestational age, Abnormal facial shape, Frontal bossing, Ventriculomegaly | Description: Rare disease with 45 known phenotypic features | Source: Orphanet"
Orphanet,Early-onset familial hypoaldosteronism,"Failure to thrive, Hyperkalemia, Hypotension, Hyponatremia, Postnatal growth retardation, Renal sodium wasting, Increased circulating renin level, Orthostatic hypotension, Generalized hypotonia, Dehydration",Rare disease with 16 known phenotypic features,"Disease: Early-onset familial hypoaldosteronism | Symptoms: Failure to thrive, Hyperkalemia, Hypotension, Hyponatremia, Postnatal growth retardation, Renal sodium wasting, Increased circulating renin level, Orthostatic hypotension, Generalized hypotonia, Dehydration | Description: Rare disease with 16 known phenotypic features | Source: Orphanet"
Orphanet,Late-onset familial hypoaldosteronism,"Increased circulating renin level, Orthostatic hypotension, Fever, Vomiting, Hyperkalemia, Hypotension, Hyponatremia, Decreased circulating aldosterone level, Abnormality of circulating corticosterone level, Renal sodium wasting",Rare disease with 14 known phenotypic features,"Disease: Late-onset familial hypoaldosteronism | Symptoms: Increased circulating renin level, Orthostatic hypotension, Fever, Vomiting, Hyperkalemia, Hypotension, Hyponatremia, Decreased circulating aldosterone level, Abnormality of circulating corticosterone level, Renal sodium wasting | Description: Rare disease with 14 known phenotypic features | Source: Orphanet"
Orphanet,Congenital total pulmonary venous return anomaly,"Respiratory distress, Cyanosis, Atrial septal defect, Tachycardia, Pulmonary arterial hypertension, Exertional dyspnea, Atrial situs ambiguous, Supracardiac total anomalous pulmonary venous connection, Fatigue, Paroxysmal dyspnea",Rare disease with 40 known phenotypic features,"Disease: Congenital total pulmonary venous return anomaly | Symptoms: Respiratory distress, Cyanosis, Atrial septal defect, Tachycardia, Pulmonary arterial hypertension, Exertional dyspnea, Atrial situs ambiguous, Supracardiac total anomalous pulmonary venous connection, Fatigue, Paroxysmal dyspnea | Description: Rare disease with 40 known phenotypic features | Source: Orphanet"
Orphanet,Posterior urethral valve,"Aplasia/Hypoplasia of the lungs, Fetal pyelectasis, Dilatation of the bladder, Fetal megacystis, Pyelonephritis, Urinary retention, Lethargy, Oligohydramnios, Urethral stenosis, Dysuria",Rare disease with 27 known phenotypic features,"Disease: Posterior urethral valve | Symptoms: Aplasia/Hypoplasia of the lungs, Fetal pyelectasis, Dilatation of the bladder, Fetal megacystis, Pyelonephritis, Urinary retention, Lethargy, Oligohydramnios, Urethral stenosis, Dysuria | Description: Rare disease with 27 known phenotypic features | Source: Orphanet"
Orphanet,Shiga toxin-associated hemolytic uremic syndrome,"Thrombocytopenia, Acute kidney injury, Microangiopathic hemolytic anemia, Vomiting, Diarrhea, Abdominal pain, Elevated circulating creatinine concentration, Dysfunctional alternative complement pathway, Unconjugated hyperbilirubinemia, Anuria",Rare disease with 33 known phenotypic features,"Disease: Shiga toxin-associated hemolytic uremic syndrome | Symptoms: Thrombocytopenia, Acute kidney injury, Microangiopathic hemolytic anemia, Vomiting, Diarrhea, Abdominal pain, Elevated circulating creatinine concentration, Dysfunctional alternative complement pathway, Unconjugated hyperbilirubinemia, Anuria | Description: Rare disease with 33 known phenotypic features | Source: Orphanet"
Orphanet,Infantile osteopetrosis with neuroaxonal dysplasia,"Seizure, Global developmental delay, Agenesis of corpus callosum, Partial agenesis of the corpus callosum, Cerebral atrophy, Ventriculomegaly, Increased skull ossification, Cranial nerve paralysis, Peripheral neuropathy, Brain atrophy",Rare disease with 15 known phenotypic features,"Disease: Infantile osteopetrosis with neuroaxonal dysplasia | Symptoms: Seizure, Global developmental delay, Agenesis of corpus callosum, Partial agenesis of the corpus callosum, Cerebral atrophy, Ventriculomegaly, Increased skull ossification, Cranial nerve paralysis, Peripheral neuropathy, Brain atrophy | Description: Rare disease with 15 known phenotypic features | Source: Orphanet"
